0	Z IY R OW
HISB	HH IH Z
HISSA	HH IH S AH
HISSAY	HH AY Z S EY
HISSE	HH IH S
HISSON	HH IH S AO N
HN	EY CH N
HO	HH OW
HOGA	HH OW G AH
HOGAYA	HH AA G EY AH
HOGAYE	HH AA G EY
HOGI	HH OW JH IY
HOGYA	HH AA JH AY AH
HOI	HH OY
HOJA	HH OW JH AH
HOJAYE	HH AA JH EY
HOME	HH OW M
HOMEOPATHIC	HH OW M IY OW P AE TH AH K
HOMEOPATHY	HH OW M IY OW P AE TH IY
HON	HH AA N
HONA	HH OW N AH
HONAY	HH AA N EY IY
HONDA	HH AO N D AH
HONE	HH OW N
HONEY	HH AH N IY
HONGAY	HH AA N G EY IY
HONSLE	HH AA N S AH L
HOODA	HH UW D AH
HOPE	HH OW P
HOSH	HH AA SH
HOSHIYAR	HH AH SH IY AY AH R
HOSHMNDI	HH AA SH M N D IY
HOSHRUBA	HH AA SH R UW B AH
HOSHYARI	HH AH SH AY AH R IY
HOSLA	HH AA Z L AH
HOSTESS	HH OW S T AH S
HOTA	HH OW T AH
HOTAY	HH AA T EY IY
HOTE	HH OW T
HOTI	HH OW T IY
HOUN	HH AW N
HOUSE	HH AW S
HOUSES	HH AW S AH Z
HOUSES(2)	HH AW S IH Z
HOW	HH AW
HOWA	HH OW AH
HOZRI	HH AA Z R IY
HU	HH UW
HUA	HH UW AH
HUA(2)	HH W AA
HUB	HH AH B
HUDOOD	HH Y UW D UW D
HUDOODON	HH Y UW D UW D AH N
HUE	HH Y UW
HUFAAZ	HH Y UW F AH Z
HUI	HH UW IH
HUIN	HH UW N
HUJAT	HH Y UW JH AH T
HUJJAT	HH AH JH AH T
HUJOOM	HH Y UW JH UW M
HUKOOMAT	HH Y UW K UW M AH T
HULIYA	HH Y UW L IY AY AH
HUM	HH AH M
HUMA	HH Y UW M AH
HUMARA	HH Y UW M AH R AH
HUMARAY	HH AH M AH R EY
HUMARI	HH Y UW M AH R IY
HUMARY	HH AH M EH R IY
HUMAY	HH Y UW M EY IY
HUMJOLIYON	HH AH M JH AH L IY AY AH N
HUMRA	HH AH M R AH
HUMSAFFAR	HH AH M Z AE F ER
HUMUMAR	HH Y UW M Y UW M AH R
HUMWAAR	HH AH M W EY AH R
HUN	HH AH N
HUNDRED	HH AH N D R AH D
HUNDRED(2)	HH AH N D R IH D
HUNDRED(3)	HH AH N ER D
HUNDRED(4)	HH AH N D ER D
HUNGAMA	HH AH N G AH M AH
HUNGRY	HH AH NG G R IY
HUQMARAAN	HH AH K M AE R EY AH N
HUQOOQ	HH AH K AH K
HURIYYAT	HH Y UH R IY AY AY AH T
HURMATI	HH AH R M AH T IY
HURON	HH Y UW R AA N
HURON(2)	HH Y UH R AA N
HUSAN	HH Y UW Z AH N
HUSN	HH AH Z N
HUSOOL	HH Y UW S UW L
HUSSAIN	HH UW S EY N
HUSSAIN	HH UW S EY N
HUSSAINI	HH AH S AH N IY
HUVE	HH Y UW V
HWA	HH W AA
HYDERABAD	HH AY D EH R AH B AE D
HYDERABAD(2)	HH AY D ER AH B AE D
HYDROGEN	HH AY D R AH JH AH N
HYPHEN	HH AY F AH N
I	AY
I	AY
IBLAAGH	IH B L AH
IBRAHIM	IH B R AA HH IY M
IBRAT	IH B R AH T
IBTIDAYI	IH B T IH D EY IY
IDAARAY	AH D AA R EY IY
IDARAY	AH D AE R EY IY
IDARON	IH D AH R AH N
IDGHAM	IH JH HH AH M
IF	IH F
IFFAT	IH F AH T
IFLAAS	IH F L AH Z
IFRAAT	IH F R AH T
IHTRAAM	IH T R AH M
IJAAD	IH JH AH D
IJAZAT	IH JH AH Z AH T
IJLAAS	IH JH L AH Z
IJNAAS	IH JH N AH Z
IJRAH	IH JH R AH
IJTAMAI	IH JH T AH M EY
IJTIMAAT	IH JH T AH M AH T
IKATEES	IH K AH T IY Z
IKATHI	IH K AH TH IY
IKATIS	AY K EY T AH S
IKATTIS	AH K AE T AH S
IKEESWEN	AH K IY S W AH N
IKHATTAR	IH K AE T AH R
IKHILA	IH K AH L AH
IKHRAAJ	IH K R AH JH
IKHRAJAAT	IH K R AH JH AH T
IKHTIAR	IH K T IY AH R
IKHTIYAAR	IH K T IY AY EY AH R
IKHTIYAR	IH K T IY AY AH R
IKHWAN	IH K W AH N
IKIS	AY K AH S
IKKIIS	IH K IY AH S
IKSATH	IH K S AH TH
IKTALIIS	IH K T EY L IY AH S
IKTTALIIS	IH K T EY L IY AH S
IKYANVE	IH K AY AH N V
IKYASSI	IH K AY AE S IY
IKYAWAN	AH K AY AH AH N
ILAAJ	IH L AH JH
ILAAQON	IH L AH K AH N
ILAAWA	IH L AH W AH
ILAHIYAAT	IH L AH HH IY AY AH T
ILAM	IH L AH M
ILAQA	IH L AH K AH
ILAQAI	IH L AH K EY
ILAQE	IH L AH K
ILAWA	IH L AH AH
ILHAAQ	IH L HH AH K
ILM	IH L M
ILZAAM	IH L Z AH M
IM	IH M
IMAGE	IH M AH JH
IMAGE(2)	IH M IH JH
IMDAAD	IH M D AA D
IMMIGRATION	IH M AH G R EY SH AH N
IMPORTANT	IH M P AO R T AH N T
IMRAAZ	IH M R AA Z
IMRAN	IH M R AE N
IMTEHAN	IH M T EH AH N
IMTIHAN	IH M T IH AH N
IN	IH N
INDUSTRY	IH N D AH S T R IY
INEQAAD	AH N EH K AH D
INFARADI	IH N F AE R AH D IY
INFECTION	IH N F EH K SH AH N
INFLOENZA	IH N F L OW EH N Z AH
INFORCEMENT	IH N F OW R S M AH N T
INFORMATION	IH N F AO R M EY SH AH N
INHE	IH N HH IY
INHETAAT	IH N HH EH T AH T
INJECTION	IH N JH EH K SH AH N
INJURY	IH N JH ER IY
INKE	IH N K IY
INKESHAAF	IH N K EH SH AH F
INNINGS	IH N IH NG Z
INQELAAB	IH N K EH L AH B
INSAAN	IH N S EY AH N
INSAANIYAT	IH N S AH N IY AY AH T
INSECTY	IH N S EH K T IY
INSHAALLAH	IH N SH AA L AH
INSHAIYA	IH N SH EY AY AH
INSIDE	IH N S AY D
INSULATION	IH N S AH L EY SH AH N
INSULIN	IH N S AH L AH N
INSURANCE	IH N SH UH R AH N S
INTAZAR	IH N T EY Z AH R
INTEHAI	IH N T EH HH EY
INTEHAON	IH N T EH HH EY AH N
INTEKHABAAT	IH N T EH K AH B AH T
INTELIGENCE	IH N T EH L AH JH AH N S
INTELLECTUAL	IH N T AH L EH K CH UW AH L
INTELLECTUAL(2)	IH N AH L EH K CH UW AH L
INTELLIGANCE	IH N T EH L AH JH AH N S
INTENDENT	IH N T EH N D AH N T
INTEQAAL	IH N T EH K EY AH L
INTERFACE	IH N T ER F EY S
INTERFACE(2)	IH N ER F EY S
INTERMEDIATE	IH N T ER M IY D IY IH T
INTERMEDIATE(2)	IH N ER M IY D IY IH T
INTERSECTION	IH N T ER S EH K SH AH N
INTEZAAM	IH N T EH Z AH M
INTHAN	IH N TH AH N
INVESTMENT	IH N V EH S T M AH N T
INVESTMENT(2)	IH N V EH S M AH N T
INVOLVEMENT	IH N V AA L V M AH N T
INZABAATI	IH N Z AE B AH T IY
INZIMAM	IH N Z IH M AH M
IODINE	AY AH D AY N
IQAAN	IH K EY AH N
IQBAL	IH K B AH L
IQDAMAAT	IH K D AH M AH T
IQRAAR	IH K R EY AH R
IQTEDAR	IH K T AH D AH R
IQTISADI	IH K T IH S AH D IY
IRANI	IH R AA N IY
IRAQI	IH R AE K IY
IRAQI(2)	IY R AE K IY
IRAQI(3)	AY R AE K IY
IRFAAN	AH R F EY AH N
IRRIGATION	IH R AH G EY SH AH N
IRSHAAD	AH R SH AH D
IRTIASH	AH R T IY AH SH
IS	IH Z
IS	IH Z
ISAQ	IH S AH K
ISHAAL	IH SH EY AH L
ISHARA	IH SH AH R AH
ISHKHAAS	IH SH AH Z
ISHQ	IH SH
ISHRAT	IH SH R AH T
ISHTIYAL	IH SH T IY AY AH L
ISI	IH S IY
ISIYAN	AH S IY AY AH N
ISLAMABAD	IH S L AE M AH B AE D
ISLAMI	IH Z L AA M IY
ISNA	IH Z N AH
ISPAGHOL	IH S AH AH L
ISQAAT	IH S AH T
ISRAELY	IH Z R AH L IY
ISS	IH Z
ISSE	IH S
ISSUE	IH SH UW
ISSUES	IH SH UW Z
ISTAFSAAR	IH S T AE F S EY AH R
ISTAGHASA	IH S T AE AH S AH
ISTAGHFAAR	IH S T AE F EY AH R
ISTAGHNA	IH S T AH N AH
ISTAGHRAQ	IH S T AH R AH K
ISTEEFEY	IH S T IY F IY
ISTEFAADE	IH S T AH F AH D
ISTEHFAMIYA	IH S T AH F AH M IY AY AH
ISTEHQAAQ	IH S T EH HH K AH K
ISTEHSALI	IH S T EH S AH L IY
ISTEMAAL	IH S T EH M EY AH L
ISTHAAN	IH S TH EY AH N
ISTIMAAL	IH S T IH M EY AH L
ISTIQLAL	IH S T IH K L AH L
IT	IH T
ITEHAAD	IH T AH HH AH D
ITLAAT	IH T L AH T
ITNA	IH T N AH
ITS	IH T S
ITS	IH T S
ITTAFAQ	IH T AH F AH K
ITWAR	IH T W AH R
IYE	AY AY
IZAFA	IH Z AH F AH
IZAFEY	AH Z EY F IY
IZDAHAM	IH Z D AH HH AH M
IZHAAR	IH Z HH EY AH R
IZJ	IH Z
IZZAT	IH Z AH T
J	JH EY
J	JH EY
J310K10014438	JH EY TH R IY W AH N Z IY R OW K EY W AH N Z IY R OW Z IY R OW W AH N F OW R F OW R TH R IY EY T
JA	Y AA
JAA	JH AA
JAADOYI	JH AA D OY IY
JAAL	JH EY AH L
JAALI	JH AA L IY
JAAMIYAT	JH AH M IY AY AH T
JAAN	Y AA N
JAAN(2)	JH AE N
JAANA	JH AA N AH
JAANTEY	JH AA N T IY
JAARI	JH AA R IY
JAATA	JH AA T AH
JAB	JH AE B
JABEEN	JH EY B IY AH N
JABRA	JH AE B R AH
JABRE	JH EY B AH R
JABRI	JH AE B R IY
JABRON	JH AE B R AH N
JACHE	JH AE CH
JACHHEN	JH AE CH AH N
JACHTA	JH AE CH T AH
JACKET	JH AE K AH T
JACKET(2)	JH AE K IH T
JAD	JH AE D
JADEED	JH EY D IH D
JAD-O-JEHAD	JH AE D OW JH EH HH AH D
JADOLE	JH AH D OW L
JADOOGAR	JH AH D UW G AH R
JADOON	JH AH D UW N
JAFRY	JH AE F R IY
JAGA	JH AE G AH
JAGAH	JH AE G AH
JAGEERDAROON	JH EY JH IH R D AH R UW N
JAGHON	JH AE AH N
JAGUAR	JH AE G W AA R
JAH	JH AE
JAHAN	JH AE AH N
JAHANGIR	JH AH HH AE N JH AH R
JAIB	JH EY B
JAIDAD	JH EY D AH D
JAIL	JH EY L
JAISA	JH EY S AH
JAISAY	JH EY S EY IY
JAISE	JH EY Z
JAISI	JH EY S IY
JAIZA	JH EY Z AH
JAKRAN	JH AE K R AH N
JAL	JH AE L
JALALA	JH AE L AH L AH
JALAU	JH AE L AH
JALD	JH AE L D
JALDI	JH AE L D IY
JALHI	JH AE L HH IY
JALOOSON	JH AH L UW S AH N
JALSA	JH AE L S AH
JALSAY	JH AE L S EY IY
JALSON	JH AE L S AH N
JALWON	JH AE L W AH N
JAMAAT	JH AE M AH T
JAMAT	JH AE M AH T
JAME	JH EY M
JAMEA	JH EY M IY AH
JAMGHATTA	JH AH M AE T AH
JAMHOORIYET	JH AE M HH AH R IY AY AH T
JAMIYAT	JH EY M IY AY AH T
JAMSHED	JH AE M SH EH D
JAN	JH AE N
JANA	JH AE N AH
JANAAB	JH AE N AH B
JANAB	JH AE N AH B
JANAM	JH AE N AH M
JANAZA	JH AE N AH Z AH
JANE	JH EY N
JANGJU	JH AE N G UW
JANGON	JH AE N G AH N
JANIB	JH AE N AH B
JANIBDAR	JH AH N IH B D AH R
JANTA	JH AE N T AH
JANTEY	JH AE N T IY
JANU	JH AE N UW
JANUARY	JH AE N Y UW EH R IY
JAO	JH EY OW
JARGA	JH AA R G AH
JARH	JH AA R
JARHIAT	JH AA R IY AH T
JARHON	JH AA R AH N
JARI	JH AE R IY
JARRAIN	JH AA R EY N
JASA	JH AE S AH
JASHAN	JH AE SH AH N
JASOOSI	JH AH S UW S IY
JAST	JH AE S T
JAT	JH AE T
JATA	JH AE T AH
JATI	JH AE T IY
JAUN	JH AO N
JAWAB	JH AO AH B
JAWAR	JH AO ER
JAWED	JH AO D
JAYA	JH AY AH
JAYE	JH EY
JAYEN	JH EY AH N
JAYUN	JH EY AH N
JAYYAD	JH EY AY AH D
JAZBAAT	JH AE Z AH T
JAZO	JH AE Z OW
JAZZ	JH AE Z
JEE	JH IY
JEEM	JH IY M
JEESH	JH IY SH
JEEWAN	JH IY W AH N
JEHAD	JH EH HH AH D
JEHAL	JH EH AH L
JEHTE	JH EH T
JEORI	JH IY AH R IY
JESE	JH IY Z
JEVAN	JH IY V AH N
JEWELERY	JH UW AH L AH R IY
JEWISH	JH UW IH SH
JHAAG	JH HH AA G
JHAGRA	JH HH AE G R AH
JHAGRALOO	JH HH AE G R AH L UW
JHAGRE	JH HH AE G AH R
JHAGRON	JH HH AE G R AH N
JHAIYAN	JH HH EY AY AH N
JHALAK	JH HH AE L AH K
JHALAR	JH HH EY L AH R
JHANDE	JH HH AE N D
JHANGVI	JH HH AE N G IY
JHANKNE	JH HH AE NG K N
JHARAP	JH HH AE R AH P
JHARION	JH HH AE R IY AH N
JHARIYON	JH HH AH R IY AY AH N
JHARNE	JH HH AA R N
JHAROO	JH HH AE R UW
JHATKAY	JH HH AE T EY IY
JHEEGEY	JH HH IY JH IY
JHEEL	JH IY L
JHEELEN	JH HH IY L AH N
JHEELON	JH HH IY L AH N
JHELE	JH HH IY L
JHIJHAK	JH HH IH JH HH AH K
JHILLI	JH HH IH L IY
JHINOR	JH HH AY N AH R
JHIRAK	JH HH IH R AH K
JHOLI	JH HH AA L IY
JHOMPRI	JH HH AA M P R IY
JHONKAY	JH HH AO NG K EY IY
JHONKON	JH HH AO NG K AH N
JHOOLE	JH HH UW L
JHOOLON	JH HH UW L AH N
JHOOM	JH HH UW M
JHOOT	JH HH UW T
JHUGGI	JH HH AH JH IY
JHUKAO	JH HH Y UW K EY OW
JHULAS	JH HH Y UW L AH Z
JHUMKE	JH HH AH M K
JHUND	JH HH AH N D
JHUNJULAHAT	JH HH AH N JH UW L AH HH AH T
JHURRIYA	JH HH AH R IY AY AH
JIDOJAHAD	JH AH D AA JH AH HH AH D
JIGAR	JH IH G ER
JIHAAD	JH IH HH AH D
JIN	JH IH N
JINN	JH IH N
JIS	JH IH Z
JISM	JH IH Z AH M
JISS	JH IH S
JITNAY	JH IH T N EY IY
JITNEY	JH IH T N IY
JITNI	JH IH T N IY
JIYE	JH AY AY
JKHRANI	JH K HH R AE N IY
JMKHANH	JH M K AE N
JO	JH OW
JOB	JH AA B
JOB(2)	JH OW B
JOGGING	JH AA G IH NG
JOGGING(2)	JH AO G IH NG
JOGI	JH OW JH IY
JOHAR	JH AA AH R
JOHI	JH AA HH IY
JOHRI	JH AA R IY
JOINT	JH OY N T
JOIYA	JH OY AY AH
JOJOBA	HH OW HH OW B AH
JOKHON	JH AA K AH N
JOLAANI	JH AA L AH N IY
JOON	JH UW N
JOONA	JH UW N AH
JOQ	JH AA K
JOR	JH AO R
JORA	JH AO R AH
JORE	JH AO R
JOREN	JH AO R AH N
JORH	JH AO R
JORIYAN	JH AH R IY AY AH N
JOSH	JH AA SH
JOSSI	JH AA S IY
JOUNHI	JH AW N HH IY
JOYA	JH OY AH
JOYE	JH OY
JOYEN	JH OY AH N
JRT	JH EY AA R T
JUAY	JH UW W EY IY
JUBILEE	JH UW B AH L IY
JUDA	JH UW D AH
JUDAGHANA	JH UW D AE AH N AH
JUDGE	JH AH JH
JUDGON	JH AH JH AH N
JUDICIAL	JH UW D IH SH AH L
JUDICIARY	JH UW D IH SH IY EH R IY
JUG	JH AH G
JUICE	JH UW S
JULLUNDHRI	JH AH L AH N D HH R IY
JULOOS	JH UW L UW Z
JULY	JH UW L AY
JULY(2)	JH AH L AY
JUMERAT	JH UW M AH R AH T
JUMMA	JH AH M AH
JUNE	JH UW N
JUNEJO	JH UW N EY HH OW
JUNG	Y UH NG
JUNGI	JH AH N JH IY
JUNGJOO	JH AH N G UW
JUNGJUYANA	JH AH N G AH W AY AH N AH
JUNGLON	JH AH N G L AH N
JUNIOR	JH UW N Y ER
JUNOOBI	JH UW N AH B IY
JURM	JH AH R M
JURWAN	JH AH R W AH N
JUST	JH AH S T
JUST(2)	JH IH S T
JUSTICE	JH AH S T AH S
JUSTICE(2)	JH AH S T IH S
JUSTUJU	JH AH S T Y UW JH UW
K	K EY
K	K EY
K6590	K EY S IH K S F AY V N AY N Z IY R OW
KA	K AA
KAA	K AA
KAABIL	K AA B AH L
KAAF	K AA F
KAAFI	K AA F IY
KAAFOOR	K AA F OW AH R
KAAM	K AA M
KAANDHON	K AA N D HH AH N
KAAR	K EY AH R
KAAROBAR	K AA R AH B AH R
KAB	K AE B
KABADI	K AE B AH D IY
KABEER	K EY B IH R
KABHI	K AE B HH IY
KABOOTAR	K AH B UW T AH R
KACHE	K AE CH
KACHEHRI	K AE CH AH R IY
KACHI	K AE CH IY
KACHLA	K AE K L AH
KACHOKEY	K AH CH OW K IY
KACHORI	K AE CH AH R IY
KACHRA	K AE K R AH
KACHRE	K AE K R
KACHWA	K AE CH W AH
KACHWAY	K AE CH W EY IY
KACHWON	K AE CH W AH N
KADE	K EY D
KAFER	K EY F ER
KAFI	K AE F IY
KAGHAN	K AE AH N
KAGHAZ	K AE AH Z
KAGHAZAAT	K AE AH Z AH T
KAHA	K AE HH AH
KAHAF	K AE HH AH F
KAHAN	K AH HH AA N
KAHANI	K AE HH AH N IY
KAHIN	K AE HH AH N
KAHKASHAON	K AH K AE SH EY AH N
KAHNAY	K AE N EY IY
KAHO	K AE HH OW
KAI	K AY
KAISA	K EY S AH
KAISE	K EY Z
KAISI	K EY S IY
KAJOO	K AE JH UW
KAKLEN	K AE K L AH N
KAL	K AE L
KAL(2)	K EY EY EH L
KALA	K AE L AH
KALEEDI	K EY L AH D IY
KALEJI	K AE L AH JH IY
KALI	K AE L IY
KALRATHI	K AE L R AH TH IY
KALVANJI	K AE L V AE N JH IY
KAM	K AE M
KAMAHKA	K AE M AH K AH
KAMENGI	K AH M EH N JH IY
KAMIYAABI	K EY M IY AY AH B IY
KAMRAY	K AE M R EY IY
KAMRE	K EY M AH R
KAMRON	K AE M R AH N
KAMYAAB	K AE M AY AH B
KAMYAB	K AE M AY AH B
KAMYABIYON	K AE M AY AH B IY AY AH N
KAMZOR	K AE M Z AH R
KANDHALWI	K AE N D HH AE L W IY
KANGAROO	K AE NG G ER UW
KANGE	K AE N JH
KANGI	K AE N JH IY
KANJI	K AE N JH IY
KANJU	K AE N JH UW
KANOLA	K AE N AH L AH
KAR	K AA R
KARA	K EH R AH
KARACHI	K AA R AA CH IY
KARAEIN	K AE R IY AH N
KARAHI	K AE R AH HH IY
KARAI	K AE R EY
KARAM	K AE R AH M
KARAWAI	K AE R AH EY
KARAYA	K AE R EY AH
KARAYEN	K AE R EY AH N
KARAYON	K AE R EY AH N
KARDEY	K AA R D IY
KARDEYA	K AA R D EY AH
KARE	K AE R
KAREEBI	K AH R IY B IY
KAREEM	K ER IY M
KAREIN	K AH R IY N
KAREN	K EH R AH N
KAREY	K AE R IY
KARIYO	K AH R IY AY OW
KARKARDGI	K AA R K AA R JH IY
KARKHER	K AA R K AH R
KARNA	K AA R N AH
KARNAY	K AA R N EY IY
KARNE	K AA R N
KARNEY	K AA R N IY
KARNI	K AA R N IY
KARO	K AE R OW
KAROD	K AE R AH D
KAROFAR	K AE R AH F AH R
KARON	K EH R AH N
KARORRON	K AH R AO R AH N
KARTA	K AA R T AH
KARTE	K AA R T
KARTEY	K AA R T IY
KARTI	K AA R T IY
KARUN	K ER UW N
KARVAE	K AA R V IY
KARVI	K AA R V IY
KARWA	K AA R W AH
KARWAA	K AA R W AH
KARWAADI	K AA R W AH D IY
KARWAALI	K AA R W AH L IY
KARWAANA	K AA R W AH N AH
KARWAANEY	K AA R W AH N IY
KARWAANI	K AA R W AH N IY
KARWAI	K AA R W EY
KARWAIEN	K AA R W EY AH N
KARWAIYON	K AA R W EY AY AH N
KARWANAY	K AA R W AA N EY IY
KARWAO	K AA R W EY OW
KASEER	K EY Z IH R
KASHAF	K AE SH AH F
KASHIF	K AE SH AH F
KASHMIRI	K AE SH M IY R IY
KASMIRI	K AE Z M AH R IY
KASRAT	K AE Z R AH T
KATHA	K AE TH AH
KATHIN	K AE TH AH N
KAY	K EY
KAYI	K EY IY
KBHI	K B HH IY
KCHILE	K CH AY L
KE	K EH
KEE	K IY
KEECHAR	K IY CH AH R
KEEP	K IY P
KEERE	K IH R
KEERHA	K IH R AH
KEERON	K IH R AH N
KEH	K IY
KEHALWA	K AH HH AE L W AH
KEHKAHE	K EH K AH HH
KEHKASHAN	K EH K AH SH AH N
KEHNA	K EH N AH
KEIN	K IY N
KELULA	K AH L UW L AH
KERE	K IH R
KESEY	K S IY
KEVRRA	K EH V R AH
KEYA	K EY AH
KH	K EY
KH	K EY
KHA	K HH AA
KHAA	K HH AA
KHAAD	K HH AA D
KHAAK	K HH AA K
KHAAL	K HH EY AH L
KHAAM	K HH AA M
KHAANE	K HH AA N
KHAAS	K HH AA Z
KHAASI	K HH AA S IY
KHAATE	K HH EY EY T
KHABAR	K HH EY B AH R
KHABARON	K HH AE B AH R AH N
KHABRAIN	K HH AE B R EY N
KHACHA	K HH AE CH AH
KHACHI	K HH AE CH IY
KHADDAR	K HH AE D AH R
KHADD-O-KHAAL	K HH AE D OW K HH EY AH L
KHADI	K HH AE D IY
KHADIM	K HH AE D AH M
KHADSHA	K HH AE D SH AH
KHADSHEY	K HH AE D SH IY
KHAFGI	K HH AE F JH IY
KHAFIF	K HH AE F AH F
KHAFT	K HH AE F T
KHAGA	K HH AE G AH
KHAIL	K HH EY L
KHAILAY	K HH EY L EY IY
KHAILON	K HH EY L AH N
KHAILTAY	K HH EY L T EY IY
KHAIMAY	K HH EY M EY IY
KHAIR	K HH AE AH R
KHAIRS	K HH AE AH R Z
KHAIZ	K HH EY Z
KHAJOOREN	K HH AE JH AH R AH N
KHAKAN	K HH EY K AH N
KHALAL	K HH EY L AH L
KHALAYI	K HH AE L EY IY
KHALID	K AA L IH D
KHALID(2)	HH AA L IH D
KHALIFA	K AH L IY F AH
KHALIL	K AE L AH L
KHALIYE	K HH EY L IY AY
KHALQ	K HH AE L K
KHAM	K HH AE M
KHAMBE	K HH AE M
KHAMOSH	K HH AE M AH SH
KHAMOSHI	K HH AE M AH SH IY
KHAN	K AA N
KHANA	K HH AE N AH
KHANAZEER	K HH AE N AH Z IH R
KHANDAAN	K HH AE N D EY AH N
KHANE	K HH EY N
KHANGALNAY	K HH AE N G AE L N EY IY
KHANGI	K HH AE N JH IY
KHANJAR	K AA N JH AA R
KHANQAHOON	K HH AE N K AH UW N
KHANZADA	K HH AE N Z AH D AH
KHAO	K HH EY OW
KHAR	K HH AA R
KHARA	K HH AE R AH
KHARCH	K HH AA R K
KHARE	K HH AE R
KHAREED	K HH AH R IY D
KHAREEDAY	K HH AH R IY D EY IY
KHAREEDI	K HH AH R IY D IY
KHARIYAT	K HH AH R IY AY AH T
KHARJA	K HH AA R JH AH
KHAROSH	K HH AE R AH SH
KHARRAB	K HH AE R AH B
KHARRAY	K HH AE R EY IY
KHARYAT	K HH AE R AY AH T
KHASARE	K HH AE S AH R
KHASAY	K HH AE S EY IY
KHASHOONAT	K HH AH SH UW N AH T
KHASKHAS	K HH AE S AH Z
KHASOOT	K HH AH S UW T
KHATAM	K HH AE T AH M
KHATIR	K HH AE T AH R
KHATME	K HH AE T M
KHATOON	K HH AH T UW N
KHAUF	K HH AO F
KHAUFON	K HH AO F AH N
KHAUN	K HH AO N
KHAWAAS	K HH AO AH Z
KHAWAND	K HH AO AH N D
KHAWANDGI	K HH AO AE N JH IY
KHAWARI	K HH AO AH R IY
KHAWASTGAH	K HH AO AE S T G AH
KHAWATEEN	K HH AO EY T IY AH N
KHAWESH	K HH AO AH SH
KHAYA	K HH EY AH
KHAYAL	K HH EY AH L
KHAYAM	K HH EY AH M
KHAYAT	K HH EY AH T
KHAYEN	K HH EY AH N
KHAYRIAT	K HH EY R IY AH T
KHAZA	K HH AE Z AH
KHAZAN	K HH EY Z AH N
KHAZANA	K HH AE Z AH N AH
KHDAYI	K HH D EY IY
KHEER	K HH IY AH R
KHEERA	K HH IH R AH
KHEH	K HH IY
KHEH	K HH IY
KHEL	K HH EH L
KHELAIN	K HH AH L EY N
KHELEDRA	K HH AH L EH D R AH
KHELNE	K HH EH L N
KHELNI	K HH EH L N IY
KHENCHI	K HH EH NG K IY
KHEY	K HH IY IY
KHICH	K HH IH CH
KHICHRI	K HH IH K R IY
KHIDMAAT	K HH IH D M AH T
KHILAAF	K HH IH L AH F
KHILAF	K HH IH L AH F
KHILARI	K HH IH L AH R IY
KHILARIYON	K HH IH L AH R IY AY AH N
KHILDI	K HH IH L D IY
KHILJI	K HH IH L JH IY
KHILKHILA	K HH IH L K AH L AH
KHILOY	K HH IH L OW IY
KHILVAD	K HH IH L V AH D
KHIRKI	K HH AH R K IY
KHISAAL	K HH IH S EY AH L
KHISAK	K HH IH S AH K
KHISHA	K HH IH SH AH
KHIST	K HH IH S T
KHIZAA	K HH IH Z AH
KHIZER	K HH AY Z AH R
KHLWAYIN	K HH L W EY AH N
KHO	K HH OW
KHOB	K HH AA B
KHOBSORAT	K HH AA B S AH R AH T
KHOD	K HH AA D
KHODSOZI	K HH AA D S AH Z IY
KHOFNAAK	K HH AA F N AH K
KHOJ	K HH AA JH
KHOKHALA	K HH AA K AH L AH
KHOKLE	K HH AA K AH L
KHOKLI	K HH AA K L IY
KHOL	K HH AA L
KHOLE	K HH OW L
KHOLEN	K HH OW L AH N
KHOLNE	K HH OW L N
KHOLO	K HH AA L OW
KHONE	K HH OW N
KHOOFIA	K HH UW F IY AH
KHOON	K HH UW N
KHOOSKHABRI	K HH UW S AE B R IY
KHORAAK	K HH AO R AH K
KHOST	K OW S T
KHOYA	K HH OY AH
KHOYE	K HH OY
KHUAHAN	K HH Y UW AH AH N
KHUAN	K HH Y UW AH N
KHUBBE	K HH AH B
KHUD	K HH AH D
KHUDA	K HH Y UW D AH
KHUDAON	K HH Y UW D EY AH N
KHUDKUSHION	K HH AH D K AH SH AH N
KHUDRO	K HH AH D R OW
KHUDSER	K HH AH D Z AH R
KHUGHAR	K HH AH AH R
KHUI	K HH UW
KHUJLI	K HH AH JH L IY
KHUJOOR	K HH Y UW JH OW AH R
KHUL	K HH AH L
KHULE	K HH Y UW L
KHULEIN	K HH Y UW L IY N
KHULEY	K HH Y UW L IY
KHULNE	K HH AH L N
KHULOOS	K HH Y UW L UW Z
KHUMAAR	K HH Y UW M EY AH R
KHUMBIYON	K HH AH M B IY AY AH N
KHURSHEED	K HH AH R SH IY D
KHUSBOO	K HH AH Z UW
KHUSBUYEIN	K HH AH Z Y UW AY IY N
KHUSH	K HH AH SH
KHUSHBOON	K HH AH SH B UW N
KHUSHGAWAR	K HH AH SH G AH AH R
KHUSHI	K HH AH SH IY
KHUSHIYAN	K HH AH SH IY AY AH N
KHUSHNOODI	K HH AH SH N AH D IY
KHUSHU	K HH AH SH UW
KHUSOOSAN	K HH Y UW S UW Z AH N
KHUSOOSI	K HH Y UW S AH S IY
KHUSRON	K HH AH Z R AH N
KHUSSE	K HH AH S
KHUZAR	K HH Y UW Z AH R
KHUZU	K HH Y UW Z UW
KHWA	K W AA
KHWAAR	K W EY AH R
KHWABEEDA	K W EY B IY D AH
KHWAHISH	K W AA AH SH
